country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Belgium,BEL,10-05-2021,4794889,3694404,1127346,83912,105173,41.37,31.88,9.73,9075,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,11-05-2021,4863453,3753094,1138437,68564,103110,41.96,32.38,9.82,8897,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,12-05-2021,4956508,3817925,1167932,93055,94303,42.77,32.94,10.08,8137,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,13-05-2021,5075281,3856433,1248527,118773,88197,43.79,33.27,10.77,7610,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,14-05-2021,5220312,3898783,1352206,145031,86757,45.04,33.64,11.67,7486,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,15-05-2021,5307736,3931152,1407537,87424,86382,45.8,33.92,12.14,7453,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,16-05-2021,5313766,3933389,1411366,6030,86113,45.85,33.94,12.18,7430,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,17-05-2021,5421941,4019268,1437183,108175,89579,46.78,34.68,12.4,7729,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,18-05-2021,5554576,4121301,1470824,132635,98732,47.93,35.56,12.69,8519,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,19-05-2021,5695740,4199263,1538046,141164,105605,49.15,36.23,13.27,9112,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,20-05-2021,5842091,4268263,1620620,146351,109544,50.41,36.83,13.98,9452,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,21-05-2021,5969503,4337796,1682016,127412,107027,51.51,37.43,14.51,9235,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,22-05-2021,6058386,4382017,1727226,88883,107236,52.27,37.81,14.9,9253,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,23-05-2021,6067909,4388819,1729986,9523,107735,52.36,37.87,14.93,9296,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,24-05-2021,6129790,4415263,1766412,61881,101121,52.89,38.1,15.24,8725,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,25-05-2021,6229308,4474753,1813304,99518,96390,53.75,38.61,15.65,8317,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,26-05-2021,6351654,4510485,1904882,122346,93702,54.8,38.92,16.44,8085,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,27-05-2021,6491184,4551575,2007655,139530,92728,56.01,39.27,17.32,8001,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,28-05-2021,6601251,4590492,2082556,110067,90250,56.96,39.61,17.97,7787,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,29-05-2021,6691214,4633165,2132247,89963,90404,57.73,39.98,18.4,7800,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,30-05-2021,6702618,4637548,2139383,11404,90673,57.83,40.01,18.46,7824,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,31-05-2021,6822780,4703507,2196849,120162,98999,58.87,40.58,18.96,8542,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,01-06-2021,6925788,4767670,2244580,103008,99497,59.76,41.14,19.37,8585,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,02-06-2021,7093374,4848313,2334569,167586,105960,61.2,41.83,20.14,9143,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,03-06-2021,7280004,4940983,2431793,186630,112689,62.81,42.63,20.98,9723,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,04-06-2021,7432621,5022614,2505469,152617,118767,64.13,43.34,21.62,10248,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,05-06-2021,7571140,5111641,2556840,138519,125704,65.33,44.11,22.06,10846,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,06-06-2021,7602072,5137229,2562708,30932,128493,65.59,44.33,22.11,11087,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,07-06-2021,7772495,5236657,2642185,170423,135674,67.06,45.18,22.8,11707,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,08-06-2021,7920131,5320054,2722501,147636,142049,68.34,45.9,23.49,12257,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,09-06-2021,8115441,5412489,2831478,195310,146010,70.02,46.7,24.43,12598,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,10-06-2021,8309628,5493305,2949153,194187,147089,71.7,47.4,25.45,12691,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,11-06-2021,8504765,5581887,3059085,195137,153163,73.38,48.16,26.4,13216,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,12-06-2021,8647337,5660305,3129954,142572,153742,74.61,48.84,27.01,13265,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,13-06-2021,8671018,5675777,3138566,23681,152707,74.82,48.97,27.08,13176,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,14-06-2021,8823895,5753643,3226894,152877,150200,76.14,49.64,27.84,12960,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,15-06-2021,8972344,5845387,3309767,148449,150316,77.42,50.44,28.56,12970,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,16-06-2021,9152462,5964233,3387262,180118,148146,78.97,51.46,29.23,12783,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,17-06-2021,9334441,6096986,3441107,181979,146402,80.54,52.61,29.69,12632,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,18-06-2021,9513837,6224577,3497846,179396,144153,82.09,53.71,30.18,12438,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,19-06-2021,9619111,6307074,3522394,105274,138825,83,54.42,30.39,11978,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,20-06-2021,9642996,6330438,3523315,23885,138854,83.2,54.62,30.4,11981,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belize,BLZ,18-05-2021,64413,54909,9504,10917,2151,16.2,13.81,2.39,5410,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2708178559480542/
Belize,BLZ,19-05-2021,66387,56719,9668,1974,2299,16.7,14.26,2.43,5782,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2708178559480542/
Belize,BLZ,02-06-2021,77607,65829,11778,820,663,19.52,16.56,2.96,1667,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2708178559480542/
Belize,BLZ,03-06-2021,78530,66596,11934,923,645,19.75,16.75,3,1622,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2708178559480542/
Belize,BLZ,04-06-2021,80121,67851,12270,1591,697,20.15,17.06,3.09,1753,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2708178559480542/
Belize,BLZ,16-06-2021,95452,75123,20329,2001,1328,24.01,18.89,5.11,3340,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2708178559480542/
Belize,BLZ,17-06-2021,97404,76148,21256,1952,1435,24.5,19.15,5.35,3609,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2708178559480542/
Bolivia,BOL,03-03-2021,19865,10325,9540,378,474,0.17,0.09,0.08,41,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,04-03-2021,20025,10325,9700,160,427,0.17,0.09,0.08,37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,05-03-2021,20110,10325,9785,85,369,0.17,0.09,0.08,32,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,06-03-2021,106182,96397,9785,86072,12595,0.91,0.83,0.08,1079,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,07-03-2021,106905,97120,9785,723,12628,0.92,0.83,0.08,1082,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,08-03-2021,112066,102236,9830,5161,13296,0.96,0.88,0.08,1139,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,09-03-2021,119080,109210,9870,7014,14228,1.02,0.94,0.08,1219,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,10-03-2021,126889,117011,9878,7809,15289,1.09,1,0.08,1310,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,11-03-2021,132286,122348,9938,5397,16037,1.13,1.05,0.09,1374,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,12-03-2021,137150,127199,9951,4864,16720,1.17,1.09,0.09,1432,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,13-03-2021,137787,127836,9951,637,4515,1.18,1.1,0.09,387,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,14-03-2021,138218,128267,9951,431,4473,1.18,1.1,0.09,383,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,15-03-2021,141810,131814,9996,3592,4249,1.21,1.13,0.09,364,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,16-03-2021,146039,136032,10007,4229,3851,1.25,1.17,0.09,330,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,17-03-2021,150593,140532,10061,4554,3386,1.29,1.2,0.09,290,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,18-03-2021,155945,144816,11129,5352,3380,1.34,1.24,0.1,290,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,19-03-2021,164984,148045,16939,9039,3976,1.41,1.27,0.15,341,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,20-03-2021,167160,148588,18572,2176,4196,1.43,1.27,0.16,359,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,21-03-2021,168477,148975,19502,1317,4323,1.44,1.28,0.17,370,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,22-03-2021,180187,151952,28235,11710,5482,1.54,1.3,0.24,470,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,23-03-2021,198104,155962,42142,17917,7438,1.7,1.34,0.36,637,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,24-03-2021,218201,160904,57297,20097,9658,1.87,1.38,0.49,827,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,25-03-2021,238178,166737,71441,19977,11748,2.04,1.43,0.61,1006,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,26-03-2021,259171,173264,85907,20993,13455,2.22,1.48,0.74,1153,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,27-03-2021,263144,174799,88315,3973,13712,2.25,1.5,0.76,1175,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,28-03-2021,263887,175169,88718,743,13630,2.26,1.5,0.76,1168,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,29-03-2021,275810,180484,95326,11923,13660,2.36,1.55,0.82,1170,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,30-03-2021,289351,186985,102366,13541,13035,2.48,1.6,0.88,1117,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,31-03-2021,304185,194880,109305,14834,12283,2.61,1.67,0.94,1052,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,01-04-2021,318115,203103,115012,13930,11420,2.73,1.74,0.99,978,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,02-04-2021,320065,204097,115968,1950,8699,2.74,1.75,0.99,745,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,03-04-2021,321807,205115,116692,1742,8380,2.76,1.76,1,718,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,04-04-2021,323081,206003,117078,1274,8456,2.77,1.76,1,724,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,05-04-2021,339633,215926,123707,16552,9118,2.91,1.85,1.06,781,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,06-04-2021,357924,229556,128368,18291,9796,3.07,1.97,1.1,839,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,07-04-2021,378455,245763,132692,20531,10610,3.24,2.11,1.14,909,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,08-04-2021,400804,263732,137072,22349,11813,3.43,2.26,1.17,1012,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,09-04-2021,423842,282801,141041,23038,14825,3.63,2.42,1.21,1270,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,10-04-2021,428502,287004,141498,4660,15242,3.67,2.46,1.21,1306,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,11-04-2021,431018,289353,141665,2516,15420,3.69,2.48,1.21,1321,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,12-04-2021,447417,302991,144426,16399,15398,3.83,2.6,1.24,1319,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,13-04-2021,465896,317701,148195,18479,15425,3.99,2.72,1.27,1321,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,14-04-2021,486354,333137,153217,20458,15414,4.17,2.85,1.31,1320,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,15-04-2021,507411,348591,158820,21057,15230,4.35,2.99,1.36,1305,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,16-04-2021,530496,365333,165163,23085,15236,4.54,3.13,1.41,1305,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,17-04-2021,536374,370483,165891,5878,15410,4.59,3.17,1.42,1320,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,18-04-2021,539230,373139,166091,2856,15459,4.62,3.2,1.42,1324,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,19-04-2021,557394,385889,171505,18164,15711,4.78,3.31,1.47,1346,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,20-04-2021,577211,400087,177124,19817,15902,4.94,3.43,1.52,1362,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,21-04-2021,596366,413643,182723,19155,15716,5.11,3.54,1.57,1346,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,22-04-2021,619794,431138,188656,23428,16055,5.31,3.69,1.62,1375,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,23-04-2021,647118,456643,190475,27324,16660,5.54,3.91,1.63,1427,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,24-04-2021,656613,465823,190790,9495,17177,5.63,3.99,1.63,1472,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,25-04-2021,660610,469586,191024,3997,17340,5.66,4.02,1.64,1485,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,26-04-2021,688654,490495,198159,28044,18751,5.9,4.2,1.7,1606,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,27-04-2021,722946,516958,205988,34292,20819,6.19,4.43,1.76,1784,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,28-04-2021,762044,547471,214573,39098,23668,6.53,4.69,1.84,2028,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,04-05-2021,909863,663041,246822,31300,26702,7.79,5.68,2.11,2287,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,05-05-2021,941419,689633,251786,31556,25625,8.06,5.91,2.16,2195,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,06-05-2021,966546,710240,256306,25127,25114,8.28,6.08,2.2,2151,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,07-05-2021,990300,728194,262106,23754,24408,8.48,6.24,2.25,2091,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,08-05-2021,997296,733305,263991,6996,21307,8.54,6.28,2.26,1825,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,09-05-2021,998818,734162,264656,1522,19352,8.56,6.29,2.27,1658,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
Bolivia,BOL,10-05-2021,1010981,741658,269323,12163,18917,8.66,6.35,2.31,1621,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/
